article_id,code,surface,section,method,label,sentence,paragraph,char_start,char_end,sentiment_sentence_label,sentiment_sentence_negative,sentiment_sentence_neutral,sentiment_sentence_positive,sent_crime_frame,sent_humanitarian_frame,sent_burden_frame,sent_security_frame,sent_economic_frame,sent_integration_frame,para_crime_frame,para_humanitarian_frame,para_burden_frame,para_security_frame,para_economic_frame,para_integration_frame,sent_crime_frame_hits,sent_humanitarian_frame_hits,sent_burden_frame_hits,sent_security_frame_hits,sent_economic_frame_hits,sent_integration_frame_hits,sent_crime_frame_unique,sent_humanitarian_frame_unique,sent_burden_frame_unique,sent_security_frame_unique,sent_economic_frame_unique,sent_integration_frame_unique,sent_crime_frame_density,sent_humanitarian_frame_density,sent_burden_frame_density,sent_security_frame_density,sent_economic_frame_density,sent_integration_frame_density,para_crime_frame_hits,para_humanitarian_frame_hits,para_burden_frame_hits,para_security_frame_hits,para_economic_frame_hits,para_integration_frame_hits,para_crime_frame_unique,para_humanitarian_frame_unique,para_burden_frame_unique,para_security_frame_unique,para_economic_frame_unique,para_integration_frame_unique,para_crime_frame_density,para_humanitarian_frame_density,para_burden_frame_density,para_security_frame_density,para_economic_frame_density,para_integration_frame_density
301048,MLT,Maltese,content,pattern_rule,,David Walliams was allegedly paid more for one night than 45 average Maltese citizens earn in one year.,"We will issue all the numbers after the film awards, Film Commissioner Johann Grech announced. That was over two years ago.
Grech was repeatedly asked how much of our money hed squandered on the lavish film awards night. In one encounter with a Times of Malta reporter, he refused to answer that simple question seven times.
He declined to disclose how much hed paid David Walliams for his appearance that night.
Despite his promises over the last two years to publish the figures, Grech has doggedly refused. Now, hes reached the end of the road.
The court has ordered Grech to hand over electronic copies of all the invoices from David Walliams, his agents or companies for that single night.
Its been a long and winding road to get here, but the story is simple.
Johann Grech, who started as Joseph Muscats propagandist and speechwriter, felt he could do as he pleased with our money.
Labour allocated 400,000 for a lavish one-night event. But Grech spent heaps more. David Walliams was allegedly paid more for one night than 45 average Maltese citizens earn in one year.
Local film producers boycotted the event, upset that the money allocated to local film productions was less than Grech spent in one night.
Questions were being asked, and everybody wanted to know why our money was being squandered in gaudy, vulgar shows parading Labour ministers in ill-fitting tuxedos.
Well, Grech wasnt playing ball, and he kept teasing reporters with non-answers. The prize-giving ceremony will provide value for money, he insisted.
We are making sure we are giving a good show. We are celebrating our story, he declared.
Yes, celebrating Labours story.
No fewer than three Labour ministers  Clayton Bartolo, Carmelo Abela and Jose Herrera got to present awards.
Plenty of Labours inner circle  Jason Micallef, Malta Enterprise CEO and Joseph Muscat spokesman Kurt Farrugia, Albert Marshall, PBS CEO Mark Sammut, Johann Buttigieg  were also up on stage dishing out Maltas version of the Oscars.
And, of course, Johann Grech was there, centre stage, basking in the limelight. How much we paid for those two hours of tackiness, nobody knows.
Grech and Clayton Bartolo came up with all sorts of excuses: Well issue all the numbers after the film awards, Were still compiling the numbers, Its impossible to calculate how much it cost or the award-winning I dont speculate on numbers.
The Daphne Caruana Galizia Foundation asked Grech how much David Walliams was paid for that one night. Grech refused to reply, insisting, There is good reason for withholding the requested document.
When the Foundation complained that the documents requested were not exempt under the Freedom of Information Act, the Film Commission cited confidentiality and a decision by the UK Information Commissioners Office on disclosure of earnings as an excuse to withhold the information.
When the Foundation took its complaint to the Information and Data Protection Commissioner, the Commissioner ordered Grech to release the information requested.
He ruled that Grechs Film Commission had cited the UK decision out of context, did not apply in this case and that the Information Commissioners office distinguished between private and public lives.
Besides, the Commissioner decided that the confidentiality clause with Walliams could not be used to prevent disclosure of the fee he was paid.
Instead of abiding by the Commissioners ruling, Grech appealed before the Data Protection Tribunal.
The Tribunal upheld the Commissioners ruling and ordered Grech to hand over the information.
But Grech wasnt done.
He took the case before the civil court, asking that the Commissioners decision be annulled and revoked.
Judge Lawrence Mintoff wiped the floor with him. The Court noted that the information was being requested from a public authority over a contract the authority signed of its own free will with a service provider.
The Court ruled that the Film Commission is duty bound to reveal and explain how public funds are being spent. It said, The information requested is related to payments to a person the Commission chose directly without a public call.
The Judge threw out the Commissions appeal. The court was compelled to state the obvious  that the money is public money, its not Johann Grechs. He chose David Walliams, and he gave him a direct contract without any public call.
The court ruled that how much money Grech paid Walliams must be disclosed to uphold principles of transparency and accountability.
The National Audit Office has already found that the Film Commission showed a complete disregard for established policies and procedures governing travel abroad and using public funds in an extravagant manner.
Now, the Court has delivered a blistering judgement berating the Commission for its secrecy.
I have nothing to hide, Johann Grech told journalists in September 2023 while staunchly refusing to answer basic questions. Grech has gone through so much hassle for somebody whos got nothing to hide.
Even worse, hes squandered so much more of our money. Those appeals and court procedures imposed a further unnecessary financial burden on the State.
It was bad enough to squander possibly more than a million euro of public funds on a tasteless, garish pantomime of kitsch, but to inflict further costs on the public to hide his profligacy is offensive.
At last, time is catching up with Johann Grech. His evasion and deception have been exposed, and theres more to come.",1047,1063,negative,0.980527400970459,0.0065141282975673676,0.012958492152392864,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.11235955056179776,0.5617977528089888,0.0,0.2808988764044944,0.0
310544,MLT,Maltese,content,spacy_ner+gazetteer,NORP,The Maltese economy maintains its growth momentum on the back of strong domestic demand and export performance.,"The Maltese economy maintains its growth momentum on the back of strong domestic demand and export performance.
Tourism arrivals to Malta continue to grow, while the strong employment and recovering real wages are supporting consumption, the European Commission said.
The Commission noted that after achieving 5.0% GDP growth in 2024, the Maltese economy is set to continue expanding at 4.3% in 2025 and 2026. The government deficit is set to decline to 4.0% of GDP in 2024 and is expected to decrease further in 2025 and 2026, remaining above 3% over the forecast horizon.
An economic growth forecast of 4.3% for 2025 puts Malta at the top of the ranking in the EU. Ireland registers the second highest growth forecast with 4%, followed by Poland (3.6%), Croatia (3.3%), and Lithuania (3%).
Italy (1%), Austria (1%), France (0.8%), and Germany (0.7%) are at the bottom of the rankings.
Growth is expected to remain strong
Real GDP growth in 2024 is projected to reach 5.0%, 0.4 percentage points higher than expected in spring. The main drivers are strong private and public consumption, aided by the positive contribution of net exports. These trends reflect the impact of still growing tourist arrivals and robust immigration flows, the Commission said.
Tourism in Malta already exceeded the prepandemic levels in 2023 and continues to grow. Between January and August 2024, the flow of tourists was 21.1% higher than the corresponding period of 2023, matched by a similar overall tourism expenditures growth. Driven by tourism and other services sectors (recreational services, as well as professional, IT and financial services), exports are expected to continue growing faster than imports in 2024, with an overall positive contribution of trade to real GDP growth, it continued.
Investment growth is projected to recover after a sharp slowdown in 2023, reaching 4.4% in 2024, 4.5% in 2025, and 3.5% in 2026. The ongoing absorption of the Recovery and Resilience Funds support provides additional impulse to investments. Overall, real GDP is projected to stay on a robust growth path reaching 4.3% in both 2025 and 2026.
Employment continues on the path of robust growth
Employment is expected to grow by 4.3% in 2024, relying on high immigration flows given the intense labour and skills shortages on the domestic market, the Commission said.
Employment growth is set to decelerate but remain strong at 3.1% in 2025 and at 2.8% in 2026. The unemployment rate is expected to stay low at 3.2% in 2024, marginally dropping to 3.0% by 2026. However, high employment growth in low-paid sectors is set to keep nominal wage growth per employee in 2024 and over the forecast horizon modest, growing at a pace slightly above projected inflation, the Commission added.
Inflation declines following the global trend
HICP inflation moderated and is set to average 2.5% in 2024, the Commission said. Energy prices are expected to remain stable also in 2025 and 2026, as Maltese authorities confirmed their commitment to continue their energy subsidies measures, it continued.
Headline inflation is forecast at 2.2% in 2025 and 2.0% in 2026, with food and services inflation set to be the main contributors of inflation.
The government deficit is set to decline to just above 3% in 2026
In 2024, the general government deficit is set to fall to 4.0% of GDP, from 4.5% in 2023, due mainly to a decrease of subsidies, including measures to mitigate the impact of high energy prices, and the national airline's restructuring costs.
In 2025, the deficit is forecast to further decrease to 3.5% of GDP. In particular, subsidies are expected to further drop as percentage of GDP while the measures to mitigate the impact of high energy prices are expected to remain unchanged in nominal terms. Compensation of employees, social expenditure and public investment are also expected to decline somewhat as a share of GDP. This is projected to be partially compensated by decreasing revenues from personal income taxes, due to a comprehensive reform of income brackets.
Based on unchanged policies, the deficit is set to decline further to 3.1% of GDP in 2026 mainly reflecting a further decrease of subsidies as a share of GDP and the higher growth rate of revenues compared to the growth rate of nominal GDP, as the efforts to improve tax administration start to bring results
In 2023, the debt-to-GDP ratio fell by 2 percentage points to 47.4%, despite the high primary deficit, due to strong nominal growth as well as the impact of the benchmark revision. A stock-flow adjustment related to the equity injection in the national airline and a less favourable interest-growth-rate differential are expected to drive the increase of the public debt to 49.8% of GDP in 2024. Smaller primary deficits are forecast to lead to a stabilisation of the debt ratio by 2026, just above 50% of GDP.",4,11,positive,0.0009688559221103787,0.0073923030868172646,0.9916388392448425,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.941176470588235,0.0,23.52941176470588,0.0,0.0,1.5,3.5,0.0,30.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.18726591760299627,0.4369538077403246,0.0,3.8077403245942576,0.0
310544,MLT,Maltese,content,spacy_ner+gazetteer,NORP,"The Commission noted that after achieving 5.0% GDP growth in 2024, the Maltese economy is set to continue expanding at 4.3% in 2025 and 2026.","The Maltese economy maintains its growth momentum on the back of strong domestic demand and export performance.
Tourism arrivals to Malta continue to grow, while the strong employment and recovering real wages are supporting consumption, the European Commission said.
The Commission noted that after achieving 5.0% GDP growth in 2024, the Maltese economy is set to continue expanding at 4.3% in 2025 and 2026. The government deficit is set to decline to 4.0% of GDP in 2024 and is expected to decrease further in 2025 and 2026, remaining above 3% over the forecast horizon.
An economic growth forecast of 4.3% for 2025 puts Malta at the top of the ranking in the EU. Ireland registers the second highest growth forecast with 4%, followed by Poland (3.6%), Croatia (3.3%), and Lithuania (3%).
Italy (1%), Austria (1%), France (0.8%), and Germany (0.7%) are at the bottom of the rankings.
Growth is expected to remain strong
Real GDP growth in 2024 is projected to reach 5.0%, 0.4 percentage points higher than expected in spring. The main drivers are strong private and public consumption, aided by the positive contribution of net exports. These trends reflect the impact of still growing tourist arrivals and robust immigration flows, the Commission said.
Tourism in Malta already exceeded the prepandemic levels in 2023 and continues to grow. Between January and August 2024, the flow of tourists was 21.1% higher than the corresponding period of 2023, matched by a similar overall tourism expenditures growth. Driven by tourism and other services sectors (recreational services, as well as professional, IT and financial services), exports are expected to continue growing faster than imports in 2024, with an overall positive contribution of trade to real GDP growth, it continued.
Investment growth is projected to recover after a sharp slowdown in 2023, reaching 4.4% in 2024, 4.5% in 2025, and 3.5% in 2026. The ongoing absorption of the Recovery and Resilience Funds support provides additional impulse to investments. Overall, real GDP is projected to stay on a robust growth path reaching 4.3% in both 2025 and 2026.
Employment continues on the path of robust growth
Employment is expected to grow by 4.3% in 2024, relying on high immigration flows given the intense labour and skills shortages on the domestic market, the Commission said.
Employment growth is set to decelerate but remain strong at 3.1% in 2025 and at 2.8% in 2026. The unemployment rate is expected to stay low at 3.2% in 2024, marginally dropping to 3.0% by 2026. However, high employment growth in low-paid sectors is set to keep nominal wage growth per employee in 2024 and over the forecast horizon modest, growing at a pace slightly above projected inflation, the Commission added.
Inflation declines following the global trend
HICP inflation moderated and is set to average 2.5% in 2024, the Commission said. Energy prices are expected to remain stable also in 2025 and 2026, as Maltese authorities confirmed their commitment to continue their energy subsidies measures, it continued.
Headline inflation is forecast at 2.2% in 2025 and 2.0% in 2026, with food and services inflation set to be the main contributors of inflation.
The government deficit is set to decline to just above 3% in 2026
In 2024, the general government deficit is set to fall to 4.0% of GDP, from 4.5% in 2023, due mainly to a decrease of subsidies, including measures to mitigate the impact of high energy prices, and the national airline's restructuring costs.
In 2025, the deficit is forecast to further decrease to 3.5% of GDP. In particular, subsidies are expected to further drop as percentage of GDP while the measures to mitigate the impact of high energy prices are expected to remain unchanged in nominal terms. Compensation of employees, social expenditure and public investment are also expected to decline somewhat as a share of GDP. This is projected to be partially compensated by decreasing revenues from personal income taxes, due to a comprehensive reform of income brackets.
Based on unchanged policies, the deficit is set to decline further to 3.1% of GDP in 2026 mainly reflecting a further decrease of subsidies as a share of GDP and the higher growth rate of revenues compared to the growth rate of nominal GDP, as the efforts to improve tax administration start to bring results
In 2023, the debt-to-GDP ratio fell by 2 percentage points to 47.4%, despite the high primary deficit, due to strong nominal growth as well as the impact of the benchmark revision. A stock-flow adjustment related to the equity injection in the national airline and a less favourable interest-growth-rate differential are expected to drive the increase of the public debt to 49.8% of GDP in 2024. Smaller primary deficits are forecast to lead to a stabilisation of the debt ratio by 2026, just above 50% of GDP.",341,348,positive,0.00043556251330301166,0.0035891542211174965,0.9959753155708313,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.5,3.5,0.0,30.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.18726591760299627,0.4369538077403246,0.0,3.8077403245942576,0.0
310544,MLT,Maltese,content,spacy_ner+gazetteer,NORP,"Energy prices are expected to remain stable also in 2025 and 2026, as Maltese authorities confirmed their commitment to continue their energy subsidies measures, it continued.","The Maltese economy maintains its growth momentum on the back of strong domestic demand and export performance.
Tourism arrivals to Malta continue to grow, while the strong employment and recovering real wages are supporting consumption, the European Commission said.
The Commission noted that after achieving 5.0% GDP growth in 2024, the Maltese economy is set to continue expanding at 4.3% in 2025 and 2026. The government deficit is set to decline to 4.0% of GDP in 2024 and is expected to decrease further in 2025 and 2026, remaining above 3% over the forecast horizon.
An economic growth forecast of 4.3% for 2025 puts Malta at the top of the ranking in the EU. Ireland registers the second highest growth forecast with 4%, followed by Poland (3.6%), Croatia (3.3%), and Lithuania (3%).
Italy (1%), Austria (1%), France (0.8%), and Germany (0.7%) are at the bottom of the rankings.
Growth is expected to remain strong
Real GDP growth in 2024 is projected to reach 5.0%, 0.4 percentage points higher than expected in spring. The main drivers are strong private and public consumption, aided by the positive contribution of net exports. These trends reflect the impact of still growing tourist arrivals and robust immigration flows, the Commission said.
Tourism in Malta already exceeded the prepandemic levels in 2023 and continues to grow. Between January and August 2024, the flow of tourists was 21.1% higher than the corresponding period of 2023, matched by a similar overall tourism expenditures growth. Driven by tourism and other services sectors (recreational services, as well as professional, IT and financial services), exports are expected to continue growing faster than imports in 2024, with an overall positive contribution of trade to real GDP growth, it continued.
Investment growth is projected to recover after a sharp slowdown in 2023, reaching 4.4% in 2024, 4.5% in 2025, and 3.5% in 2026. The ongoing absorption of the Recovery and Resilience Funds support provides additional impulse to investments. Overall, real GDP is projected to stay on a robust growth path reaching 4.3% in both 2025 and 2026.
Employment continues on the path of robust growth
Employment is expected to grow by 4.3% in 2024, relying on high immigration flows given the intense labour and skills shortages on the domestic market, the Commission said.
Employment growth is set to decelerate but remain strong at 3.1% in 2025 and at 2.8% in 2026. The unemployment rate is expected to stay low at 3.2% in 2024, marginally dropping to 3.0% by 2026. However, high employment growth in low-paid sectors is set to keep nominal wage growth per employee in 2024 and over the forecast horizon modest, growing at a pace slightly above projected inflation, the Commission added.
Inflation declines following the global trend
HICP inflation moderated and is set to average 2.5% in 2024, the Commission said. Energy prices are expected to remain stable also in 2025 and 2026, as Maltese authorities confirmed their commitment to continue their energy subsidies measures, it continued.
Headline inflation is forecast at 2.2% in 2025 and 2.0% in 2026, with food and services inflation set to be the main contributors of inflation.
The government deficit is set to decline to just above 3% in 2026
In 2024, the general government deficit is set to fall to 4.0% of GDP, from 4.5% in 2023, due mainly to a decrease of subsidies, including measures to mitigate the impact of high energy prices, and the national airline's restructuring costs.
In 2025, the deficit is forecast to further decrease to 3.5% of GDP. In particular, subsidies are expected to further drop as percentage of GDP while the measures to mitigate the impact of high energy prices are expected to remain unchanged in nominal terms. Compensation of employees, social expenditure and public investment are also expected to decline somewhat as a share of GDP. This is projected to be partially compensated by decreasing revenues from personal income taxes, due to a comprehensive reform of income brackets.
Based on unchanged policies, the deficit is set to decline further to 3.1% of GDP in 2026 mainly reflecting a further decrease of subsidies as a share of GDP and the higher growth rate of revenues compared to the growth rate of nominal GDP, as the efforts to improve tax administration start to bring results
In 2023, the debt-to-GDP ratio fell by 2 percentage points to 47.4%, despite the high primary deficit, due to strong nominal growth as well as the impact of the benchmark revision. A stock-flow adjustment related to the equity injection in the national airline and a less favourable interest-growth-rate differential are expected to drive the increase of the public debt to 49.8% of GDP in 2024. Smaller primary deficits are forecast to lead to a stabilisation of the debt ratio by 2026, just above 50% of GDP.",2973,2980,neutral,0.001188154798001051,0.6069519519805908,0.39185988903045654,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,0.0,30.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.18726591760299627,0.4369538077403246,0.0,3.8077403245942576,0.0
77510,MLT,Gozitans,content,spacy_ner+gazetteer,NORP,"I will ensure that as the economy grows, this does not adversely affect the quality of life of Gozitans and Maltese, or indeed the environment around us, Abela said.","Robert Abela has pledged to continue addressing the issue of imported labour calling it one of our most significant challenges, in his new year message.
However, the Prime Minister sought to allay fears this would negatively impact the economy, insisting the government will ensure it will continue to grow.
I will ensure that as the economy grows, this does not adversely affect the quality of life of Gozitans and Maltese, or indeed the environment around us, Abela said.
The tourism industry got a special mention with the Prime Minister saying Malta now has the luxury to lean towards quality tourists and not quantity.
We have solutions, and these solutions shall be implemented. We have a clear plan, and we know where were heading, Abela emphasised.
The 10-minute recorded message was broadcast on TVM and started with a rendition of the national anthem sung by Ira Losco, accompanied by solo guitarist and a small orchestra of young musicians in the background.
Abela appealed for unity in the new year, urging people to work together to find solutions to the issues affecting society.
After exalting the positive qualities of the Maltese people  kind-hearted, hardworking, boundless talent and immense courage  he went on to list some of the budget measures that will come into force in January  the income tax cut, another pension increase, and higher Childrens Allowance payments.
Significantly, Abela said government will intensify its work to reduce hospital waiting lists in the shortest time possible, singling out what he called much-needed surgeries of our elderly.
Abela ended his message by wishing the country a year of unity, hope and peace.",406,414,positive,0.0014436630299314857,0.004878533072769642,0.9936777949333191,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.172413793103448,0.0,0.0,0.0,0.5,0.0,7.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.18587360594795538,0.0,2.6022304832713754,0.18587360594795538
77510,MLT,Maltese,content,pattern_rule,,"After exalting the positive qualities of the Maltese people  kind-hearted, hardworking, boundless talent and immense courage  he went on to list some of the budget measures that will come into force in January  the income tax cut, another pension increase, and higher Childrens Allowance payments.","Robert Abela has pledged to continue addressing the issue of imported labour calling it one of our most significant challenges, in his new year message.
However, the Prime Minister sought to allay fears this would negatively impact the economy, insisting the government will ensure it will continue to grow.
I will ensure that as the economy grows, this does not adversely affect the quality of life of Gozitans and Maltese, or indeed the environment around us, Abela said.
The tourism industry got a special mention with the Prime Minister saying Malta now has the luxury to lean towards quality tourists and not quantity.
We have solutions, and these solutions shall be implemented. We have a clear plan, and we know where were heading, Abela emphasised.
The 10-minute recorded message was broadcast on TVM and started with a rendition of the national anthem sung by Ira Losco, accompanied by solo guitarist and a small orchestra of young musicians in the background.
Abela appealed for unity in the new year, urging people to work together to find solutions to the issues affecting society.
After exalting the positive qualities of the Maltese people  kind-hearted, hardworking, boundless talent and immense courage  he went on to list some of the budget measures that will come into force in January  the income tax cut, another pension increase, and higher Childrens Allowance payments.
Significantly, Abela said government will intensify its work to reduce hospital waiting lists in the shortest time possible, singling out what he called much-needed surgeries of our elderly.
Abela ended his message by wishing the country a year of unity, hope and peace.",1148,1162,positive,0.001371345017105341,0.0009428469347767532,0.9976857900619507,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.5,0.0,7.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.18587360594795538,0.0,2.6022304832713754,0.18587360594795538
483029,MLT,Maltese,top_image_caption,spacy_ner+gazetteer,NORP,"Humanists Malta, a Maltese NGO is one of 28 NGOs petitioning the EU Parliament","Humanists Malta, a Maltese NGO is one of 28 NGOs petitioning the EU Parliament",19,26,neutral,0.0005306951934471726,0.9838653206825256,0.015603996813297272,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310638,MLT,Maltese,title,spacy_ner+gazetteer,NORP,Man to run 100km around Maltese coast in aid of Caritas Malta this Sunday,Man to run 100km around Maltese coast in aid of Caritas Malta this Sunday,24,31,positive,0.00046668804134242237,0.021815750747919083,0.9777175188064575,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0
310638,MLT,Maltese,content,spacy_ner+gazetteer,NORP,"Athlete Miguel Mifsud will be running 100 kilometres around the Maltese coast this Sunday, on 07 April 2024, to raise funds for Caritas Malta.","Athlete Miguel Mifsud will be running 100 kilometres around the Maltese coast this Sunday, on 07 April 2024, to raise funds for Caritas Malta.
Through this long run, The Sober Runner is also campaigning in favour of living a healthy life away from drugs, a Caritas statement said.
He will commence his run in Dingli at 04:00am and is scheduled to conclude his 100km at Caritas Maltas San Blas Therapeutic Community in {ebbu! approximately 11-to-12 hours later. From Dingli, Mifsud will pass through M!arr, G'ajn Tuffie'a, and Xemxija before continuing around the coast till he arrives at his final destination.
Mifsud will have four pit-stops throughout this 100-kilometre coastal run. His first stop is scheduled for 06:15am at St. Pauls Bays National Aquarium; the second pit-stop is marked for 08:00am near The Black Pearl restaurant in Ta Xbiex; the third stop is set at the 54km mark at Ponta tal-Isla, Senglea at 09:30am; and the fourth and final break is pinpointed at the 80km mark near WasteServs &al-Far Civic Amenity Site at around 01:15pm. From his final pit-stop, he will run the final 20 kilometres until he reaches the San Blas Therapeutic Centre, where he will be welcomed by family, staff, residents, and volunteers of Caritas Malta.
At each one of these marked stops, people are welcome to meet Miguel, provide a donation, give him words of encouragement, and even join him on his run.
Coming from a sedentary life of obesity, today Miguel is a disciplined and trained person and has been preparing for this run for just about one year.
Live updates of Mifsuds run will be given by Caritas Maltas media team through their Facebook page.
One can donate to Caritas Malta remotely via the BOV mobile app through the phone number 77414123, through Revolut on 77070801, or through a BOV account that was specifically opened for this cause. The BOV account is titled Giving Back Run and its IBAN is: MT60VALL22013000000050020756300.
Caritas Malta has wished Mifsud the best of luck for his run this weekend and showed their appreciation towards his very noble gesture. The organisation hopes that more good can continue being done through the funds collected for the most vulnerable people in the Maltese society.",64,71,positive,0.0005024179117754102,0.0958857610821724,0.9036118388175964,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8086253369272237,0.0,0.0,0.0,0.5390835579514826
310638,MLT,Maltese,content,spacy_ner+gazetteer,NORP,The organisation hopes that more good can continue being done through the funds collected for the most vulnerable people in the Maltese society.,"Athlete Miguel Mifsud will be running 100 kilometres around the Maltese coast this Sunday, on 07 April 2024, to raise funds for Caritas Malta.
Through this long run, The Sober Runner is also campaigning in favour of living a healthy life away from drugs, a Caritas statement said.
He will commence his run in Dingli at 04:00am and is scheduled to conclude his 100km at Caritas Maltas San Blas Therapeutic Community in {ebbu! approximately 11-to-12 hours later. From Dingli, Mifsud will pass through M!arr, G'ajn Tuffie'a, and Xemxija before continuing around the coast till he arrives at his final destination.
Mifsud will have four pit-stops throughout this 100-kilometre coastal run. His first stop is scheduled for 06:15am at St. Pauls Bays National Aquarium; the second pit-stop is marked for 08:00am near The Black Pearl restaurant in Ta Xbiex; the third stop is set at the 54km mark at Ponta tal-Isla, Senglea at 09:30am; and the fourth and final break is pinpointed at the 80km mark near WasteServs &al-Far Civic Amenity Site at around 01:15pm. From his final pit-stop, he will run the final 20 kilometres until he reaches the San Blas Therapeutic Centre, where he will be welcomed by family, staff, residents, and volunteers of Caritas Malta.
At each one of these marked stops, people are welcome to meet Miguel, provide a donation, give him words of encouragement, and even join him on his run.
Coming from a sedentary life of obesity, today Miguel is a disciplined and trained person and has been preparing for this run for just about one year.
Live updates of Mifsuds run will be given by Caritas Maltas media team through their Facebook page.
One can donate to Caritas Malta remotely via the BOV mobile app through the phone number 77414123, through Revolut on 77070801, or through a BOV account that was specifically opened for this cause. The BOV account is titled Giving Back Run and its IBAN is: MT60VALL22013000000050020756300.
Caritas Malta has wished Mifsud the best of luck for his run this weekend and showed their appreciation towards his very noble gesture. The organisation hopes that more good can continue being done through the funds collected for the most vulnerable people in the Maltese society.",2222,2229,positive,0.001243807841092348,0.0010630007600411773,0.9976931214332581,0,1,0,0,0,0,0,1,0,0,0,0,0.0,2.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.869565217391305,0.0,0.0,0.0,2.1739130434782608,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8086253369272237,0.0,0.0,0.0,0.5390835579514826
